name@price@price_after_sell
Desert Eagle | Light Rail (Factory New)@2.76@2.7047999999999996
StatTrak™ AK-47 | Uncharted (Factory New)@4.00@3.92
Five-SeveN | Angry Mob (Factory New)@11.00@10.78
Desert Eagle | Light Rail (Field-Tested)@0.87@0.8526
AWP | Atheris (Field-Tested)@2.60@2.548
UMP-45 | Moonrise (Minimal Wear)@1.50@1.47
AUG | Momentum (Minimal Wear)@4.78@4.6844
MAC-10 | Whitefish (Field-Tested)@0.49@0.48019999999999996
P90 | Off World (Battle-Scarred)@0.49@0.48019999999999996
MP5-SD | Gauss (Minimal Wear)@1.50@1.47
FAMAS | Crypsis (Field-Tested)@0.44@0.43119999999999997
MAC-10 | Whitefish (Well-Worn)@0.40@0.392
★ Navaja Knife | Doppler (Factory New) (Phase 3)@214.99@210.6902
P90 | Off World (Field-Tested)@0.38@0.3724
Desert Eagle | Light Rail (Battle-Scarred)@1.90@1.8619999999999999
StatTrak™ FAMAS | Crypsis (Factory New)@3.00@2.94
UMP-45 | Moonrise (Field-Tested)@0.59@0.5781999999999999
P250 | Verdigris (Field-Tested)@0.30@0.294
MP7 | Mischief (Field-Tested)@0.32@0.3136
UMP-45 | Moonrise (Factory New)@1.55@1.519
P250 | Verdigris (Minimal Wear)@0.59@0.5781999999999999
P90 | Off World (Minimal Wear)@0.59@0.5781999999999999
Galil AR | Akoben (Field-Tested)@0.12@0.1176
StatTrak™ P250 | Verdigris (Factory New)@1.25@1.225
Desert Eagle | Light Rail (Well-Worn)@0.99@0.9702
AUG | Momentum (Field-Tested)@2.06@2.0188
AWP | Atheris (Minimal Wear)@8.86@8.682799999999999
MP7 | Mischief (Battle-Scarred)@0.49@0.48019999999999996
MP5-SD | Gauss (Battle-Scarred)@0.70@0.6859999999999999
FAMAS | Crypsis (Minimal Wear)@0.59@0.5781999999999999
StatTrak™ Desert Eagle | Light Rail (Well-Worn)@2.91@2.8518
StatTrak™ Tec-9 | Bamboozle (Minimal Wear)@1.71@1.6758
FAMAS | Crypsis (Factory New)@1.50@1.47
AK-47 | Uncharted (Battle-Scarred)@0.31@0.3038
StatTrak™ AK-47 | Uncharted (Minimal Wear)@2.83@2.7734
StatTrak™ AWP | Atheris (Minimal Wear)@20.05@19.649
★ Talon Knife | Ultraviolet (Field-Tested)@389.95@382.15099999999995
Tec-9 | Bamboozle (Battle-Scarred)@0.70@0.6859999999999999
Galil AR | Akoben (Factory New)@1.30@1.274
StatTrak™ AWP | Atheris (Battle-Scarred)@4.31@4.2238
Tec-9 | Bamboozle (Minimal Wear)@0.73@0.7153999999999999
StatTrak™ Galil AR | Akoben (Minimal Wear)@0.67@0.6566000000000001
XM1014 | Incinegator (Field-Tested)@3.00@2.94
★ Ursus Knife | Doppler (Factory New) (Phase 3)@699.90@685.9019999999999
★ Ursus Knife | Doppler (Factory New) (Blackpearl)@2228.28@2183.7144000000003
StatTrak™ AK-47 | Uncharted (Battle-Scarred)@1.99@1.9502
StatTrak™ AWP | Atheris (Field-Tested)@6.67@6.5366
AK-47 | Uncharted (Well-Worn)@1.40@1.3719999999999999
StatTrak™ Galil AR | Akoben (Factory New)@10.00@9.8
StatTrak™ AK-47 | Uncharted (Field-Tested)@1.86@1.8228
StatTrak™ Tec-9 | Bamboozle (Battle-Scarred)@0.99@0.9702
M4A4 | The Emperor (Field-Tested)@9.65@9.457
StatTrak™ P250 | Verdigris (Field-Tested)@0.59@0.5781999999999999
Five-SeveN | Angry Mob (Minimal Wear)@5.18@5.0764
StatTrak™ Desert Eagle | Light Rail (Field-Tested)@2.26@2.2148
Five-SeveN | Angry Mob (Field-Tested)@4.20@4.116
Five-SeveN | Angry Mob (Battle-Scarred)@3.67@3.5966
StatTrak™ P90 | Off World (Factory New)@15.00@14.7
StatTrak™ M4A4 | The Emperor (Field-Tested)@31.19@30.566200000000002
StatTrak™ XM1014 | Incinegator (Field-Tested)@7.00@6.859999999999999
Tec-9 | Bamboozle (Factory New)@3.00@2.94
AUG | Momentum (Well-Worn)@1.62@1.5876000000000001
StatTrak™ FAMAS | Crypsis (Minimal Wear)@2.00@1.96
P250 | Verdigris (Factory New)@4.00@3.92
★ StatTrak™ Stiletto Knife | Boreal Forest (Battle-Scarred)@244.93@240.0314
StatTrak™ P250 | Verdigris (Minimal Wear)@1.00@0.98
StatTrak™ UMP-45 | Moonrise (Minimal Wear)@1.89@1.8521999999999998
StatTrak™ UMP-45 | Moonrise (Field-Tested)@1.50@1.47
MAC-10 | Whitefish (Battle-Scarred)@0.36@0.3528
★ Stiletto Knife | Ultraviolet (Field-Tested)@294.42@288.5316
MAC-10 | Whitefish (Factory New)@8.00@7.84
★ Talon Knife | Rust Coat (Battle-Scarred)@403.49@395.4202
StatTrak™ MP5-SD | Gauss (Minimal Wear)@1.28@1.2544
R8 Revolver | Skull Crusher (Well-Worn)@3.00@2.94
MP7 | Mischief (Minimal Wear)@10.00@9.8
★ Ursus Knife | Rust Coat (Battle-Scarred)@144.74@141.8452
StatTrak™ UMP-45 | Moonrise (Factory New)@2.43@2.3814
Sticker | Cluck (Holo)@3.00@2.94
Sticker | Free Hugs@0.25@0.245
Sticker | Free Hugs (Holo)@2.00@1.96
Feral Predators Capsule@0.70@0.6859999999999999
Sticker | One Sting (Holo)@2.00@1.96
Music Kit | The Verkkars, EZ4ENCE@4.30@4.2139999999999995
Sticker | Scavenger (Holo)@1.80@1.764
Sticker | One Sting@0.42@0.41159999999999997
Sticker | First Blood (Holo)@3.00@2.94
Sticker | Baited (Holo)@4.00@3.92
★ Ursus Knife | Marble Fade (Factory New)@517.71@507.35580000000004
StatTrak™ UMP-45 | Moonrise (Well-Worn)@0.95@0.9309999999999999
StatTrak™ MAC-10 | Whitefish (Minimal Wear)@0.88@0.8623999999999999
XM1014 | Incinegator (Minimal Wear)@40.00@39.2
★ Ursus Knife | Tiger Tooth (Factory New)@512.13@501.8874
★ Navaja Knife | Marble Fade (Factory New)@209.99@205.7902
★ Talon Knife | Ultraviolet (Battle-Scarred)@355.00@347.9
StatTrak™ MP7 | Mischief (Minimal Wear)@12.00@11.76
★ Talon Knife | Damascus Steel (Minimal Wear)@539.65@528.857
★ Stiletto Knife | Damascus Steel (Field-Tested)@359.99@352.7902
★ Talon Knife | Damascus Steel (Field-Tested)@439.90@431.102
★ Talon Knife | Tiger Tooth (Minimal Wear)@899.99@881.9902
★ Navaja Knife | Rust Coat (Battle-Scarred)@89.99@88.19019999999999
★ StatTrak™ Stiletto Knife | Stained (Field-Tested)@339.99@333.1902
★ Stiletto Knife | Tiger Tooth (Minimal Wear)@574.95@563.451
Sticker | Nest Egg@0.44@0.43119999999999997
Sticker | Fowl Play (Holo)@2.00@1.96
Chicken Capsule@0.78@0.7644
Sticker | Double Dip (Holo)@1.90@1.8619999999999999
Sticker | Hot Wings (Holo)@3.00@2.94
Sticker | Bonehead (Holo)@2.00@1.96
Sticker | FalleN | Berlin 2019@0.68@0.6664
Sticker | FaZe Clan (Holo) | Berlin 2019@2.50@2.45
Sticker | s1mple | Berlin 2019@1.00@0.98
Sticker | FaZe Clan | Berlin 2019@0.58@0.5683999999999999
Sticker | rain | Berlin 2019@0.36@0.3528
Sticker | jkaem (Foil) | Berlin 2019@0.62@0.6076
Sticker | Lekr0 (Foil) | Berlin 2019@0.52@0.5096
Sticker | Twistzz | Berlin 2019@0.78@0.7644
Sticker | Grayhound Gaming (Holo) | Berlin 2019@1.00@0.98
Sticker | Astralis (Holo) | Berlin 2019@3.00@2.94
Sticker | MIBR (Holo) | Berlin 2019@1.30@1.274
Sticker | Syman Gaming (Holo) | Berlin 2019@0.55@0.539
Sticker | GeT_RiGhT (Foil) | Berlin 2019@0.90@0.882
Sticker | ENCE (Holo) | Berlin 2019@1.00@0.98
Sticker | INTZ E-SPORTS CLUB (Foil) | Berlin 2019@2.00@1.96
Sticker | Ninjas in Pyjamas | Berlin 2019@1.90@1.8619999999999999
Sticker | forZe eSports | Berlin 2019@0.27@0.2646
Sticker | compLexity Gaming (Holo) | Berlin 2019@1.00@0.98
Berlin 2019 Minor Challengers (Holo/Foil)@1.38@1.3523999999999998
Berlin 2019 Minor Challengers Autograph Capsule@2.00@1.96
Sticker | Renegades (Holo) | Berlin 2019@0.66@0.6468
Sticker | olofmeister (Foil) | Berlin 2019@0.84@0.8231999999999999
Sticker | device | Berlin 2019@0.25@0.245
Sticker | DickStacy | Berlin 2019@21.99@21.550199999999997
Sticker | ZywOo | Berlin 2019@1.69@1.6562
Sticker | TACO (Gold) | Berlin 2019@12.61@12.3578
Sticker | FalleN (Foil) | Berlin 2019@3.00@2.94
Sticker | olofmeister | Berlin 2019@0.22@0.21559999999999999
Sticker | mousesports | Berlin 2019@2.00@1.96
Sticker | Vitality | Berlin 2019@0.22@0.21559999999999999
Sticker | G2 Esports | Berlin 2019@0.73@0.7153999999999999
Sticker | Team Liquid | Berlin 2019@0.39@0.3822
Sticker | Natus Vincere | Berlin 2019@0.44@0.43119999999999997
Sticker | ENCE | Berlin 2019@0.33@0.3234
Berlin 2019 Legends (Holo/Foil)@4.00@3.92
Sticker | TACO (Foil) | Berlin 2019@0.60@0.588
Sticker | Boombl4 (Foil) | Berlin 2019@1.00@0.98
Sticker | StarLadder (Holo) | Berlin 2019@1.30@1.274
Sticker | Team Liquid (Holo) | Berlin 2019@2.80@2.7439999999999998
Sticker | DreamEaters (Holo) | Berlin 2019@0.78@0.7644
Sticker | forZe eSports (Holo) | Berlin 2019@0.80@0.784
Sticker | CR4ZY (Holo) | Berlin 2019@1.80@1.764
Berlin 2019 Legends Autograph Capsule@1.00@0.98
Sticker | Natus Vincere (Holo) | Berlin 2019@1.10@1.078
Sticker | sergej (Foil) | Berlin 2019@0.17@0.1666
Sticker | Ninjas in Pyjamas (Holo) | Berlin 2019@1.30@1.274
Sticker | mousesports (Foil) | Berlin 2019@6.50@6.37
Sticker | arT | Berlin 2019@1.80@1.764
Sticker | Renegades | Berlin 2019@0.22@0.21559999999999999
Sticker | MIBR | Berlin 2019@0.39@0.3822
Sticker | Syman Gaming | Berlin 2019@0.22@0.21559999999999999
Sticker | North (Holo) | Berlin 2019@0.33@0.3234
Sticker | Stewie2K (Foil) | Berlin 2019@0.67@0.6566000000000001
Sticker | Twistzz (Foil) | Berlin 2019@1.99@1.9502
Sticker | FURIA | Berlin 2019@0.22@0.21559999999999999
Sticker | INTZ E-SPORTS CLUB | Berlin 2019@0.44@0.43119999999999997
Sticker | Tyloo (Holo) | Berlin 2019@10.00@9.8
Sticker | frozen (Foil) | Berlin 2019@3.00@2.94
Sticker | Attacker | Berlin 2019@0.55@0.539
Sticker | HellRaisers (Holo) | Berlin 2019@4.00@3.92
Sticker | Tyloo | Berlin 2019@1.90@1.8619999999999999
Sticker | NEO (Foil) | Berlin 2019@1.00@0.98
Sticker | DreamEaters | Berlin 2019@0.22@0.21559999999999999
Sticker | DreamEaters (Foil) | Berlin 2019@2.20@2.156
Sticker | NRG (Holo) | Berlin 2019@0.70@0.6859999999999999
Sticker | FURIA (Holo) | Berlin 2019@1.70@1.666
Sticker | Avangar (Holo) | Berlin 2019@1.75@1.7149999999999999
Sticker | NRG (Foil) | Berlin 2019@4.00@3.92
Sticker | Renegades (Foil) | Berlin 2019@0.88@0.8623999999999999
Sticker | NRG | Berlin 2019@0.20@0.196
Sticker | Vitality (Holo) | Berlin 2019@1.90@1.8619999999999999
Sticker | Twistzz (Gold) | Berlin 2019@31.65@31.017
Sticker | StarLadder | Berlin 2019@0.31@0.3038
Sticker | oskar (Foil) | Berlin 2019@0.48@0.4704
Sticker | RpK (Foil) | Berlin 2019@0.66@0.6468
Berlin 2019 Returning Challengers (Holo/Foil)@2.00@1.96
Sticker | CR4ZY | Berlin 2019@0.33@0.3234
Sticker | Jame (Foil) | Berlin 2019@1.90@1.8619999999999999
Sticker | NBK- (Foil) | Berlin 2019@0.50@0.49
Sticker | Grayhound Gaming | Berlin 2019@0.33@0.3234
Sticker | Avangar | Berlin 2019@0.50@0.49
Sticker | DeadFox (Foil) | Berlin 2019@0.56@0.5488000000000001
Sticker | CR4ZY (Foil) | Berlin 2019@5.80@5.684
Sticker | aizy (Foil) | Berlin 2019@0.50@0.49
Sticker | INTZ E-SPORTS CLUB (Holo) | Berlin 2019@0.96@0.9408
★ Talon Knife | Boreal Forest (Factory New)@500.00@490.0
Sticker | yuurih (Foil) | Berlin 2019@0.90@0.882
Sticker | device (Gold) | Berlin 2019@49.47@48.480599999999995
Souvenir MAC-10 | Urban DDPAT (Field-Tested)@0.25@0.245
Sticker | Grayhound Gaming (Foil) | Berlin 2019@4.00@3.92
Souvenir PP-Bizon | Carbon Fiber (Factory New)@1.00@0.98
Souvenir MAC-10 | Urban DDPAT (Minimal Wear)@0.75@0.735
Souvenir P90 | Glacier Mesh (Field-Tested)@1.60@1.568
Sticker | G2 Esports (Foil) | Berlin 2019@7.17@7.0266
Souvenir XM1014 | Urban Perforated (Well-Worn)@0.20@0.196
Souvenir Dual Berettas | Demolition (Field-Tested)@12.58@12.3284
Sticker | Golden (Gold) | Berlin 2019@16.49@16.1602
Souvenir P90 | Glacier Mesh (Minimal Wear)@6.00@5.88
Sticker | forZe eSports (Foil) | Berlin 2019@7.00@6.859999999999999
Souvenir P90 | Glacier Mesh (Well-Worn)@2.00@1.96
Sticker | dexter (Gold) | Berlin 2019@12.42@12.1716
Sticker | FalleN (Gold) | Berlin 2019@26.10@25.578
Sticker | AdreN (Gold) | Berlin 2019@20.00@19.6
Sticker | LUCAS1 (Gold) | Berlin 2019@10.19@9.9862
Sticker | f0rest (Gold) | Berlin 2019@50.00@49.0
Sticker | dupreeh (Gold) | Berlin 2019@22.77@22.3146
Sticker | ableJ (Gold) | Berlin 2019@8.00@7.84
Sticker | chrisJ (Gold) | Berlin 2019@35.00@34.3
Sticker | fer (Gold) | Berlin 2019@11.26@11.034799999999999
P250 | X-Ray (Factory New)@1.20@1.176
P250 | X-Ray (Minimal Wear)@1.40@1.3719999999999999
StatTrak™ P250 | X-Ray (Minimal Wear)@2.62@2.5676
CS20 Case@0.56@0.5488000000000001
P250 | Inferno (Minimal Wear)@2.00@1.96
Sticker | Pixel Avenger@0.60@0.588
Sticker | Boost (Holo)@1.78@1.7444
Sticker | Too Old for This@0.11@0.10779999999999999
Sticker | CS20 Classic (Holo)@2.00@1.96
Sticker | Fire in the Hole (Holo)@2.00@1.96
Sticker | Clutchman (Holo)@1.40@1.3719999999999999
AUG | Death by Puppy (Minimal Wear)@5.99@5.8702000000000005
AUG | Death by Puppy (Factory New)@12.00@11.76
CS20 Sticker Capsule@2.00@1.96
CS20 Case Key@30.00@29.4
Dual Berettas | Elite 1.6 (Factory New)@5.00@4.9
MP5-SD | Agent (Well-Worn)@1.30@1.274
Glock-18 | Sacrifice (Minimal Wear)@0.59@0.5781999999999999
Five-SeveN | Buddy (Field-Tested)@0.78@0.7644
StatTrak™ SCAR-20 | Assault (Field-Tested)@0.59@0.5781999999999999
FAMAS | Decommissioned (Minimal Wear)@0.10@0.098
Glock-18 | Sacrifice (Field-Tested)@0.49@0.48019999999999996
UMP-45 | Plastique (Field-Tested)@0.77@0.7546
Tec-9 | Flash Out (Minimal Wear)@0.36@0.3528
Sticker | Rush 4x20 (Holo)@4.00@3.92
Glock-18 | Sacrifice (Battle-Scarred)@0.26@0.2548
UMP-45 | Plastique (Minimal Wear)@2.00@1.96
MAG-7 | Popdog (Factory New)@6.00@5.88
Glock-18 | Sacrifice (Well-Worn)@0.24@0.2352
P250 | Inferno (Field-Tested)@0.56@0.5488000000000001
Five-SeveN | Buddy (Factory New)@1.30@1.274
AUG | Death by Puppy (Field-Tested)@4.95@4.851
AWP | Wildfire (Field-Tested)@64.55@63.25899999999999
Dual Berettas | Elite 1.6 (Minimal Wear)@0.38@0.3724
Five-SeveN | Buddy (Minimal Wear)@2.00@1.96
StatTrak™ Tec-9 | Flash Out (Minimal Wear)@0.80@0.784
UMP-45 | Plastique (Battle-Scarred)@0.79@0.7742
Tec-9 | Flash Out (Factory New)@1.00@0.98
StatTrak™ FAMAS | Decommissioned (Field-Tested)@0.59@0.5781999999999999
StatTrak™ MAC-10 | Classic Crate (Battle-Scarred)@0.32@0.3136
P90 | Nostalgia (Minimal Wear)@8.73@8.5554
StatTrak™ FAMAS | Decommissioned (Well-Worn)@0.44@0.43119999999999997
Sticker | Dragon Lore (Foil)@19.00@18.62
AWP | Wildfire (Minimal Wear)@81.11@79.4878
StatTrak™ Five-SeveN | Buddy (Minimal Wear)@2.04@1.9992
StatTrak™ Glock-18 | Sacrifice (Minimal Wear)@3.00@2.94
StatTrak™ Glock-18 | Sacrifice (Field-Tested)@0.99@0.9702
MP5-SD | Agent (Minimal Wear)@2.00@1.96
UMP-45 | Plastique (Factory New)@15.00@14.7
StatTrak™ MAG-7 | Popdog (Field-Tested)@0.34@0.3332
FAMAS | Decommissioned (Factory New)@0.39@0.3822
MP5-SD | Agent (Field-Tested)@0.56@0.5488000000000001
M249 | Aztec (Factory New)@7.00@6.859999999999999
StatTrak™ UMP-45 | Plastique (Field-Tested)@1.20@1.176
StatTrak™ Dual Berettas | Elite 1.6 (Factory New)@9.00@8.82
StatTrak™ FAMAS | Decommissioned (Battle-Scarred)@0.59@0.5781999999999999
FAMAS | Commemoration (Factory New)@28.00@27.439999999999998
StatTrak™ FAMAS | Decommissioned (Minimal Wear)@1.00@0.98
SCAR-20 | Assault (Factory New)@5.00@4.9
P90 | Nostalgia (Factory New)@12.00@11.76
StatTrak™ MAG-7 | Popdog (Minimal Wear)@0.74@0.7252
StatTrak™ SCAR-20 | Assault (Factory New)@0.81@0.7938000000000001
StatTrak™ SCAR-20 | Assault (Minimal Wear)@0.59@0.5781999999999999
P250 | Inferno (Factory New)@15.00@14.7
StatTrak™ Glock-18 | Sacrifice (Well-Worn)@0.50@0.49
SCAR-20 | Assault (Well-Worn)@0.20@0.196
AWP | Wildfire (Factory New)@187.50@183.75
★ Classic Knife | Fade (Factory New)@879.90@862.3019999999999
StatTrak™ Glock-18 | Sacrifice (Battle-Scarred)@0.79@0.7742
M249 | Aztec (Well-Worn)@0.47@0.46059999999999995
StatTrak™ M249 | Aztec (Field-Tested)@1.11@1.0878
Glock-18 | Sacrifice (Factory New)@8.00@7.84
StatTrak™ P250 | Inferno (Minimal Wear)@2.40@2.352
StatTrak™ UMP-45 | Plastique (Battle-Scarred)@1.70@1.666
StatTrak™ FAMAS | Commemoration (Factory New)@99.99@97.99019999999999
StatTrak™ Five-SeveN | Buddy (Field-Tested)@2.00@1.96
StatTrak™ FAMAS | Decommissioned (Factory New)@2.16@2.1168
StatTrak™ MAG-7 | Popdog (Factory New)@10.00@9.8
MP9 | Hydra (Well-Worn)@9.80@9.604000000000001
StatTrak™ Tec-9 | Flash Out (Factory New)@1.01@0.9898
MP9 | Hydra (Minimal Wear)@8.65@8.477
StatTrak™ AWP | Wildfire (Battle-Scarred)@65.00@63.699999999999996
★ Classic Knife@499.99@489.9902
AWP | Wildfire (Battle-Scarred)@32.00@31.36
StatTrak™ MAG-7 | Popdog (Well-Worn)@0.64@0.6272
StatTrak™ AUG | Death by Puppy (Factory New)@25.99@25.4702
P90 | Nostalgia (Battle-Scarred)@4.04@3.9592
StatTrak™ FAMAS | Commemoration (Field-Tested)@31.99@31.350199999999997
★ Classic Knife | Crimson Web (Field-Tested)@408.01@399.84979999999996
★ Classic Knife | Boreal Forest (Field-Tested)@159.95@156.75099999999998
StatTrak™ M249 | Aztec (Well-Worn)@2.00@1.96
AWP | Wildfire (Well-Worn)@58.99@57.8102
'The Doctor' Romanov | Sabre@5.25@5.145
AUG | Navy Murano (Battle-Scarred)@1.60@1.568
Shattered Web Case@4.46@4.3708
Sawed-Off | Jungle Thicket (Factory New)@11.00@10.78
Sticker | Web Stuck@0.10@0.098
Prof. Shahmat | Elite Crew@1.84@1.8032000000000001
Sticker | Gold Web@0.40@0.392
Sticker | Shattered Web@0.38@0.3724
Sealed Graffiti | Dizzy (Jungle Green)@0.20@0.196
Buckshot | NSWC SEAL@1.97@1.9305999999999999
B Squadron Officer | SAS@5.99@5.8702000000000005
M4A4 | Dark Blossom (Factory New)@15.00@14.7
Sticker | Web Stuck (Holo)@1.20@1.176
Sticker | Mastermind@0.15@0.147
AK-47 | Baroque Purple (Well-Worn)@9.00@8.82
'Two Times' McCoy | USAF TACP@2.50@2.45
Sticker | Terrorist-Tech@0.30@0.294
R8 Revolver | Canal Spray (Field-Tested)@1.80@1.764
Markus Delrow | FBI HRT@1.90@1.8619999999999999
3rd Commando Company | KSK@3.86@3.7828
PP-Bizon | Seabird (Field-Tested)@3.00@2.94
Sticker | Counter-Tech@0.25@0.245
MP5-SD | Bamboo Garden (Factory New)@4.00@3.92
Blackwolf | Sabre@2.68@2.6264000000000003
Sealed Graffiti | Applause (Bazooka Pink)@0.60@0.588
CZ75-Auto | Indigo (Battle-Scarred)@1.60@1.568
Seal Team 6 Soldier | NSWC SEAL@3.85@3.773
Galil AR | Tornado (Minimal Wear)@2.20@2.156
Sticker | Mastermind (Holo)@0.85@0.833
Sticker | Gold Web (Foil)@2.73@2.6754
MAC-10 | Surfwood (Factory New)@2.00@1.96
Special Agent Ava | FBI@13.00@12.74
P90 | Sunset Lily (Field-Tested)@13.99@13.7102
M4A1-S | Moss Quartz (Minimal Wear)@19.99@19.5902
AUG | Navy Murano (Field-Tested)@2.10@2.058
G3SG1 | Black Sand (Minimal Wear)@1.05@1.029
SSG 08 | Red Stone (Field-Tested)@4.00@3.92
AK-47 | Rat Rod (Field-Tested)@3.58@3.5084
Ground Rebel  | Elite Crew@1.32@1.2936
Lt. Commander Ricksaw | NSWC SEAL@8.53@8.359399999999999
Osiris | Elite Crew@1.48@1.4504
AUG | Arctic Wolf (Field-Tested)@1.30@1.274
Enforcer | Phoenix@2.00@1.96
The Elite Mr. Muhlik | Elite Crew@4.25@4.165
Michael Syfers  | FBI Sniper@3.00@2.94
StatTrak™ Dual Berettas | Balance (Minimal Wear)@3.00@2.94
Sealed Graffiti | Little Bock (Jungle Green)@0.26@0.2548
Desert Eagle | Emerald Jörmungandr (Field-Tested)@350.00@343.0
Sealed Graffiti | Kiss (Brick Red)@2.00@1.96
Sealed Graffiti | Chef Kiss (Blood Red)@0.18@0.1764
Tec-9 | Rust Leaf (Factory New)@15.99@15.6702
R8 Revolver | Canal Spray (Battle-Scarred)@1.60@1.568
Galil AR | Tornado (Battle-Scarred)@4.00@3.92
Operator | FBI SWAT@2.77@2.7146
Soldier | Phoenix@2.00@1.96
AK-47 | Baroque Purple (Minimal Wear)@6.00@5.88
MP7 | Scorched (Field-Tested)@4.00@3.92
Maximus | Sabre@1.41@1.3818
MP5-SD | Bamboo Garden (Minimal Wear)@3.00@2.94
PP-Bizon | Seabird (Minimal Wear)@3.00@2.94
Sealed Graffiti | Applause (Tiger Orange)@0.24@0.2352
MP7 | Neon Ply (Minimal Wear)@5.20@5.096
SG 553 | Colony IV (Minimal Wear)@17.95@17.590999999999998
Sawed-Off | Jungle Thicket (Minimal Wear)@4.00@3.92
P2000 | Obsidian (Field-Tested)@2.00@1.96
SG 553 | Colony IV (Field-Tested)@17.00@16.66
AK-47 | Baroque Purple (Field-Tested)@5.00@4.9
Tec-9 | Orange Murano (Minimal Wear)@10.00@9.8
SSG 08 | Bloodshot (Field-Tested)@8.25@8.084999999999999
StatTrak™ MP5-SD | Acid Wash (Field-Tested)@1.20@1.176
SG 553 | Candy Apple (Minimal Wear)@5.00@4.9
Sealed Graffiti | Smarmy (Tiger Orange)@0.78@0.7644
SCAR-20 | Stone Mosaico (Minimal Wear)@2.00@1.96
Sealed Graffiti | Question Mark (Desert Amber)@0.44@0.43119999999999997
Dragomir | Sabre@2.00@1.96
SG 553 | Colony IV (Well-Worn)@7.00@6.859999999999999
StatTrak™ AK-47 | Rat Rod (Field-Tested)@11.14@10.917200000000001
Dual Berettas | Emerald (Factory New)@34.99@34.2902
Rezan The Ready | Sabre@2.23@2.1854
Sealed Graffiti | Oops (Princess Pink)@0.24@0.2352
Sealed Graffiti | Fart (Cash Green)@0.40@0.392
StatTrak™ SCAR-20 | Torn (Factory New)@18.00@17.64
Five-SeveN | Crimson Blossom (Factory New)@70.00@68.6
SSG 08 | Sea Calico (Factory New)@278.34@272.7732
XM1014 | Banana Leaf (Field-Tested)@26.00@25.48
AUG | Arctic Wolf (Minimal Wear)@8.00@7.84
SCAR-20 | Torn (Field-Tested)@0.83@0.8133999999999999
Tec-9 | Decimator (Field-Tested)@9.84@9.6432
Sealed Graffiti | Choke (Wire Blue)@0.42@0.41159999999999997
Sealed Graffiti | Grimace (Bazooka Pink)@0.32@0.3136
Sealed Graffiti | Question Mark (Jungle Green)@0.38@0.3724
Sealed Graffiti | Little Bock (Frog Green)@0.28@0.27440000000000003
