name@price@price_after_sell
MP5-SD | Bamboo Garden (Well-Worn)@6.36@6.042
Galil AR | Tornado (Well-Worn)@6.91@6.5645
StatTrak™ R8 Revolver | Memento (Field-Tested)@0.94@0.8929999999999999
XM1014 | Banana Leaf (Field-Tested)@35.49@33.7155
P250 | Dark Filigree (Field-Tested)@7.8@7.409999999999999
P2000 | Obsidian (Well-Worn)@1.46@1.387
AUG | Navy Murano (Battle-Scarred)@1.46@1.387
CZ75-Auto | Indigo (Well-Worn)@1.91@1.8144999999999998
R8 Revolver | Memento (Minimal Wear)@1.15@1.0924999999999998
SSG 08 | Red Stone (Battle-Scarred)@6.43@6.108499999999999
SCAR-20 | Torn (Factory New)@1.41@1.3395
PP-Bizon | Seabird (Factory New)@5.1@4.845
Nova | Plume (Factory New)@1.56@1.482
Dual Berettas | Balance (Minimal Wear)@1.13@1.0735
Sticker | Mastermind (Holo)@0.37@0.3515
MAC-10 | Surfwood (Factory New)@5.92@5.624
P250 | Dark Filigree (Minimal Wear)@7.73@7.3435
M249 | Warbird (Minimal Wear)@1.06@1.007
R8 Revolver | Canal Spray (Minimal Wear)@4.44@4.218
CZ75-Auto | Indigo (Battle-Scarred)@1.68@1.5959999999999999
Sticker | Web Stuck (Holo)@0.46@0.437
StatTrak™ SCAR-20 | Torn (Field-Tested)@1.24@1.178
MP5-SD | Acid Wash (Battle-Scarred)@1.16@1.1019999999999999
StatTrak™ G3SG1 | Black Sand (Field-Tested)@0.83@0.7885
CZ75-Auto | Indigo (Minimal Wear)@2.4@2.28
MP5-SD | Acid Wash (Minimal Wear)@1.13@1.0735
StatTrak™ M249 | Warbird (Field-Tested)@0.99@0.9405
G3SG1 | Black Sand (Minimal Wear)@0.96@0.9119999999999999
AUG | Navy Murano (Minimal Wear)@2.26@2.147
StatTrak™ Nova | Plume (Field-Tested)@0.86@0.817
MP5-SD | Bamboo Garden (Minimal Wear)@5.75@5.4624999999999995
MP7 | Scorched (Well-Worn)@6.69@6.3555
SCAR-20 | Torn (Minimal Wear)@2.02@1.9189999999999998
Tec-9 | Rust Leaf (Field-Tested)@33.98@32.281
Tec-9 | Orange Murano (Battle-Scarred)@8.25@7.8374999999999995
Tec-9 | Orange Murano (Well-Worn)@7.85@7.4575
Dual Berettas | Balance (Well-Worn)@1.13@1.0735
SG 553 | Barricade (Battle-Scarred)@7.9@7.505
G3SG1 | Black Sand (Well-Worn)@1.28@1.216
M249 | Jungle (Minimal Wear)@5.7@5.415
MP7 | Scorched (Minimal Wear)@7.68@7.295999999999999
Sawed-Off | Jungle Thicket (Factory New)@5.69@5.4055
FAMAS | Night Borre (Factory New)@7.9@7.505
G3SG1 | Black Sand (Battle-Scarred)@0.87@0.8265
Nova | Plume (Battle-Scarred)@1.37@1.3015
MP5-SD | Acid Wash (Field-Tested)@1.16@1.1019999999999999
Nova | Plume (Field-Tested)@1.13@1.0735
M249 | Warbird (Battle-Scarred)@1.79@1.7005
Dual Berettas | Balance (Field-Tested)@1.14@1.083
G3SG1 | Black Sand (Field-Tested)@0.94@0.8929999999999999
MAC-10 | Surfwood (Minimal Wear)@5.6@5.319999999999999
SCAR-20 | Torn (Field-Tested)@0.96@0.9119999999999999
SCAR-20 | Stone Mosaico (Minimal Wear)@2.0@1.9
SCAR-20 | Torn (Well-Worn)@1.95@1.8524999999999998
Sawed-Off | Jungle Thicket (Battle-Scarred)@19.69@18.7055
Galil AR | Tornado (Minimal Wear)@6.78@6.441
R8 Revolver | Memento (Field-Tested)@1.17@1.1115
SCAR-20 | Stone Mosaico (Field-Tested)@1.83@1.7385
M249 | Jungle (Battle-Scarred)@5.49@5.2155
Galil AR | Tornado (Battle-Scarred)@6.39@6.070499999999999
Negev | Boroque Sand (Minimal Wear)@2.06@1.9569999999999999
CZ75-Auto | Indigo (Field-Tested)@1.69@1.6055
M249 | Warbird (Field-Tested)@1.11@1.0545
Sticker | Shattered Web@0.23@0.2185
AUG | Navy Murano (Field-Tested)@1.6@1.52
SG 553 | Barricade (Minimal Wear)@7.93@7.533499999999999
AUG | Navy Murano (Well-Worn)@1.42@1.349
Negev | Boroque Sand (Well-Worn)@3.94@3.743
Sticker | Web Stuck@0.45@0.4275
Negev | Boroque Sand (Field-Tested)@2.23@2.1185
Sticker | Gold Web@0.47@0.44649999999999995
R8 Revolver | Canal Spray (Field-Tested)@1.82@1.7289999999999999
PP-Bizon | Seabird (Field-Tested)@5.14@4.882999999999999
MP7 | Scorched (Battle-Scarred)@6.05@5.7475
FAMAS | Night Borre (Field-Tested)@6.88@6.536
M249 | Jungle (Well-Worn)@6.39@6.070499999999999
Sticker | Terrorist-Tech@0.09@0.08549999999999999
FAMAS | Night Borre (Minimal Wear)@7.33@6.9635
SSG 08 | Red Stone (Minimal Wear)@6.44@6.118
SSG 08 | Red Stone (Field-Tested)@6.35@6.0325
Galil AR | Tornado (Field-Tested)@6.38@6.061
SG 553 | Barricade (Field-Tested)@6.49@6.1655
Sticker | Mastermind@0.1@0.095
MAC-10 | Surfwood (Field-Tested)@5.63@5.3485
MP5-SD | Bamboo Garden (Field-Tested)@6.07@5.7665
MP7 | Scorched (Field-Tested)@6.53@6.2035
Sawed-Off | Jungle Thicket (Minimal Wear)@5.51@5.2345
★ StatTrak™ Paracord Knife@230.44@218.91799999999998
★ StatTrak™ Skeleton Knife | Case Hardened (Battle-Scarred)@483.7@459.515
★ Skeleton Knife | Crimson Web (Minimal Wear)@877.5@833.625
★ Nomad Knife | Crimson Web (Minimal Wear)@555.98@528.181
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1421.72@1350.634
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)@301.39@286.3205
★ StatTrak™ Survival Knife | Slaughter (Factory New)@348.07@330.6665
★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear)@985.0@935.75
★ StatTrak™ Paracord Knife | Night Stripe (Battle-Scarred)@155.99@148.19050000000001
★ StatTrak™ Paracord Knife | Slaughter (Factory New)@389.07@369.6165
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)@1090.35@1035.8324999999998
★ StatTrak™ Nomad Knife | Fade (Factory New)@877.03@833.1785
★ StatTrak™ Nomad Knife | Slaughter (Factory New)@599.84@569.848
★ Survival Knife | Crimson Web (Minimal Wear)@236.99@225.1405
★ Paracord Knife | Slaughter (Factory New)@297.95@283.05249999999995
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear)@637.4@605.53
★ Skeleton Knife | Fade (Factory New)@1455.99@1383.1905
★ StatTrak™ Paracord Knife | Fade (Factory New)@526.51@500.18449999999996
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested)@624.0@592.8
★ StatTrak™ Skeleton Knife | Boreal Forest (Minimal Wear)@328.15@311.74249999999995
★ StatTrak™ Paracord Knife | Slaughter (Minimal Wear)@327.78@311.39099999999996
★ Skeleton Knife | Crimson Web (Well-Worn)@595.82@566.029
AWP | The Prince (Factory New)@3679.62@3495.6389999999997
★ StatTrak™ Survival Knife | Case Hardened (Minimal Wear)@304.99@289.7405
AK-47 | Wild Lotus (Factory New)@16833.1@15991.444999999998
★ Survival Knife | Case Hardened (Factory New)@364.21@345.99949999999995
★ Nomad Knife | Slaughter (Factory New)@557.38@529.511
★ StatTrak™ Paracord Knife | Blue Steel (Field-Tested)@215.78@204.99099999999999
★ Skeleton Knife | Crimson Web (Field-Tested)@686.99@652.6405
★ StatTrak™ Survival Knife | Scorched (Minimal Wear)@217.8@206.91
★ Skeleton Knife | Case Hardened (Minimal Wear)@615.0@584.25
★ StatTrak™ Survival Knife | Boreal Forest (Field-Tested)@135.25@128.48749999999998
★ Survival Knife | Stained (Minimal Wear)@173.25@164.5875
★ Paracord Knife | Slaughter (Minimal Wear)@290.99@276.4405
★ Skeleton Knife | Case Hardened (Battle-Scarred)@414.78@394.04099999999994
★ Survival Knife | Fade (Factory New)@354.44@336.71799999999996
★ Survival Knife | Fade (Minimal Wear)@547.5@520.125
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear)@1215.0@1154.25
★ Skeleton Knife | Case Hardened (Field-Tested)@532.49@505.8655
★ Paracord Knife | Case Hardened (Minimal Wear)@226.18@214.871
★ Skeleton Knife | Slaughter (Factory New)@885.0@840.75
★ Nomad Knife | Fade (Minimal Wear)@1042.98@990.831
★ Survival Knife | Boreal Forest (Minimal Wear)@143.99@136.7905
★ Skeleton Knife | Blue Steel (Factory New)@720.0@684.0
★ StatTrak™ Nomad Knife | Scorched (Minimal Wear)@243.01@230.85949999999997
★ Paracord Knife | Case Hardened (Well-Worn)@193.68@183.996
★ Survival Knife | Stained (Battle-Scarred)@143.72@136.534
★ StatTrak™ Paracord Knife | Scorched (Battle-Scarred)@142.78@135.641
★ Paracord Knife | Fade (Factory New)@394.76@375.022
★ Survival Knife | Night Stripe (Minimal Wear)@147.41@140.0395
★ Skeleton Knife | Slaughter (Minimal Wear)@772.5@733.875
★ Nomad Knife | Scorched (Well-Worn)@174.4@165.68
★ StatTrak™ Survival Knife | Forest DDPAT (Well-Worn)@145.5@138.225
★ Paracord Knife | Night Stripe (Minimal Wear)@159.72@151.73399999999998
★ StatTrak™ Nomad Knife | Forest DDPAT (Field-Tested)@180.0@171.0
★ Survival Knife | Slaughter (Minimal Wear)@265.47@252.19650000000001
★ Paracord Knife | Stained (Battle-Scarred)@149.99@142.4905
★ Paracord Knife | Urban Masked (Minimal Wear)@154.5@146.775
★ StatTrak™ Survival Knife | Case Hardened (Field-Tested)@259.55@246.5725
★ StatTrak™ Survival Knife | Scorched (Field-Tested)@153.85@146.1575
AK-47 | Wild Lotus (Minimal Wear)@13029.0@12377.55
★ StatTrak™ Survival Knife | Stained (Well-Worn)@172.98@164.331
★ StatTrak™ Paracord Knife | Scorched (Field-Tested)@139.78@132.791
★ StatTrak™ Nomad Knife | Crimson Web (Battle-Scarred)@335.19@318.4305
★ Skeleton Knife | Crimson Web (Battle-Scarred)@516.8@490.9599999999999
★ Paracord Knife | Boreal Forest (Minimal Wear)@161.76@153.672
★ StatTrak™ Survival Knife | Night Stripe (Battle-Scarred)@142.5@135.375
★ Nomad Knife | Slaughter (Minimal Wear)@525.56@499.2819999999999
★ StatTrak™ Skeleton Knife | Blue Steel (Field-Tested)@660.0@627.0
★ StatTrak™ Nomad Knife | Case Hardened (Field-Tested)@525.0@498.75
★ StatTrak™ Survival Knife | Stained (Field-Tested)@175.42@166.64899999999997
★ StatTrak™ Survival Knife@186.38@177.06099999999998
★ Survival Knife | Slaughter (Field-Tested)@263.29@250.12550000000002
★ StatTrak™ Survival Knife | Safari Mesh (Field-Tested)@134.84@128.09799999999998
★ Skeleton Knife | Blue Steel (Battle-Scarred)@541.16@514.102
★ StatTrak™ Nomad Knife | Stained (Minimal Wear)@368.09@349.68549999999993
★ Skeleton Knife | Forest DDPAT (Minimal Wear)@253.5@240.825
★ StatTrak™ Paracord Knife | Boreal Forest (Field-Tested)@166.0@157.7
★ StatTrak™ Skeleton Knife | Safari Mesh (Field-Tested)@225.92@214.62399999999997
★ Nomad Knife | Slaughter (Field-Tested)@498.32@473.404
★ StatTrak™ Paracord Knife | Safari Mesh (Field-Tested)@138.29@131.3755
AWP | The Prince (Well-Worn)@2350.0@2232.5
★ StatTrak™ Paracord Knife | Scorched (Minimal Wear)@180.0@171.0
★ Nomad Knife | Crimson Web (Well-Worn)@352.35@334.7325
★ Skeleton Knife | Stained (Field-Tested)@434.99@413.2405
★ Paracord Knife@190.22@180.709
★ StatTrak™ Nomad Knife | Blue Steel (Battle-Scarred)@362.23@344.1185
★ Nomad Knife | Crimson Web (Field-Tested)@371.51@352.93449999999996
★ Skeleton Knife | Stained (Minimal Wear)@465.0@441.75
★ Skeleton Knife | Scorched (Minimal Wear)@314.99@299.2405
★ Nomad Knife | Case Hardened (Field-Tested)@362.03@343.9285
★ Paracord Knife | Blue Steel (Field-Tested)@177.06@168.207
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@321.47@305.3965
★ StatTrak™ Paracord Knife | Urban Masked (Field-Tested)@143.99@136.7905
★ Skeleton Knife | Blue Steel (Minimal Wear)@530.25@503.73749999999995
★ Survival Knife | Case Hardened (Field-Tested)@201.88@191.78599999999997
★ Survival Knife | Blue Steel (Minimal Wear)@170.38@161.861
★ Skeleton Knife | Night Stripe (Well-Worn)@313.74@298.053
★ Nomad Knife | Case Hardened (Minimal Wear)@675.0@641.25
★ Skeleton Knife | Blue Steel (Field-Tested)@507.0@481.65
★ StatTrak™ Paracord Knife | Stained (Minimal Wear)@230.89@219.3455
★ Nomad Knife | Night Stripe (Minimal Wear)@236.32@224.504
★ Skeleton Knife | Night Stripe (Minimal Wear)@373.75@355.0625
★ StatTrak™ Nomad Knife | Boreal Forest (Field-Tested)@180.36@171.342
★ Skeleton Knife | Night Stripe (Field-Tested)@323.66@307.47700000000003
★ StatTrak™ Nomad Knife | Scorched (Field-Tested)@184.49@175.2655
★ Paracord Knife | Crimson Web (Field-Tested)@208.43@198.0085
★ Survival Knife | Crimson Web (Field-Tested)@203.5@193.325
AWP | Gungnir (Well-Worn)@18637.7@17705.815
★ Nomad Knife | Urban Masked (Minimal Wear)@232.49@220.8655
★ StatTrak™ Paracord Knife | Forest DDPAT (Field-Tested)@149.05@141.5975
★ Skeleton Knife | Night Stripe (Battle-Scarred)@290.25@275.7375
★ StatTrak™ Survival Knife | Night Stripe (Field-Tested)@142.38@135.261
AWP | The Prince (Battle-Scarred)@5028.98@4777.530999999999
★ StatTrak™ Skeleton Knife | Forest DDPAT (Battle-Scarred)@264.44@251.218
★ Nomad Knife | Safari Mesh (Well-Worn)@164.01@155.80949999999999
★ Paracord Knife | Night Stripe (Field-Tested)@142.08@134.976
★ Skeleton Knife | Stained (Well-Worn)@369.0@350.55
★ Paracord Knife | Blue Steel (Well-Worn)@178.75@169.8125
★ Nomad Knife | Case Hardened (Well-Worn)@330.0@313.5
★ Skeleton Knife | Urban Masked (Minimal Wear)@312.0@296.4
★ Paracord Knife | Case Hardened (Field-Tested)@203.83@193.6385
★ Paracord Knife | Safari Mesh (Minimal Wear)@141.15@134.0925
★ StatTrak™ Skeleton Knife | Scorched (Field-Tested)@324.45@308.22749999999996
★ StatTrak™ Survival Knife | Forest DDPAT (Field-Tested)@140.64@133.60799999999998
★ Skeleton Knife | Urban Masked (Field-Tested)@271.05@257.4975
★ Survival Knife | Case Hardened (Battle-Scarred)@186.62@177.289
★ Survival Knife | Safari Mesh (Minimal Wear)@140.57@133.54149999999998
★ Nomad Knife | Blue Steel (Field-Tested)@371.67@353.0865
★ Paracord Knife | Urban Masked (Battle-Scarred)@136.62@129.789
★ Survival Knife | Crimson Web (Battle-Scarred)@192.44@182.81799999999998
★ Survival Knife | Night Stripe (Field-Tested)@143.72@136.534
★ StatTrak™ Nomad Knife | Night Stripe (Field-Tested)@197.11@187.2545
★ Paracord Knife | Stained (Minimal Wear)@152.89@145.2455
★ Survival Knife | Night Stripe (Well-Worn)@139.25@132.2875
★ Survival Knife | Scorched (Well-Worn)@140.01@133.00949999999997
★ Survival Knife@181.43@172.3585
★ Skeleton Knife | Boreal Forest (Minimal Wear)@274.88@261.13599999999997
★ Skeleton Knife | Safari Mesh (Minimal Wear)@252.76@240.12199999999999
★ Paracord Knife | Case Hardened (Battle-Scarred)@189.29@179.82549999999998
★ Skeleton Knife | Scorched (Well-Worn)@266.99@253.6405
★ Survival Knife | Urban Masked (Minimal Wear)@139.99@132.9905
★ StatTrak™ Paracord Knife | Forest DDPAT (Battle-Scarred)@157.84@149.948
★ Paracord Knife | Stained (Well-Worn)@151.69@144.10549999999998
★ Skeleton Knife | Forest DDPAT (Well-Worn)@229.5@218.02499999999998
★ Nomad Knife | Stained (Minimal Wear)@349.95@332.4525
★ Survival Knife | Scorched (Battle-Scarred)@133.02@126.369
★ Paracord Knife | Blue Steel (Battle-Scarred)@199.08@189.126
★ Nomad Knife | Stained (Field-Tested)@308.36@292.942
★ Survival Knife | Forest DDPAT (Minimal Wear)@139.02@132.06900000000002
★ Nomad Knife | Boreal Forest (Minimal Wear)@185.52@176.244
★ Nomad Knife | Blue Steel (Minimal Wear)@392.96@373.31199999999995
★ Nomad Knife | Case Hardened (Battle-Scarred)@776.99@738.1405
★ StatTrak™ Nomad Knife | Safari Mesh (Battle-Scarred)@177.0@168.15
StatTrak™ MAC-10 | Stalker (Factory New)@366.0@347.7
★ Survival Knife | Night Stripe (Battle-Scarred)@138.14@131.23299999999998
★ Paracord Knife | Boreal Forest (Field-Tested)@135.13@128.37349999999998
★ Skeleton Knife | Boreal Forest (Field-Tested)@224.66@213.427
★ Survival Knife | Urban Masked (Well-Worn)@144.05@136.8475
★ Survival Knife | Forest DDPAT (Well-Worn)@133.21@126.5495
★ Survival Knife | Forest DDPAT (Field-Tested)@137.1@130.24499999999998
AWP | Gungnir (Battle-Scarred)@14843.6@14101.42
★ Paracord Knife | Scorched (Well-Worn)@141.3@134.235
★ Skeleton Knife | Safari Mesh (Battle-Scarred)@220.0@209.0
★ Survival Knife | Safari Mesh (Well-Worn)@135.04@128.28799999999998
★ Survival Knife | Stained (Field-Tested)@149.09@141.6355
★ Nomad Knife | Night Stripe (Field-Tested)@203.32@193.154
★ Survival Knife | Blue Steel (Battle-Scarred)@154.53@146.80349999999999
★ Nomad Knife | Stained (Battle-Scarred)@257.55@244.67249999999999
★ Paracord Knife | Boreal Forest (Battle-Scarred)@139.1@132.14499999999998
★ Nomad Knife | Stained (Well-Worn)@265.5@252.225
★ Paracord Knife | Forest DDPAT (Field-Tested)@138.94@131.993
★ Paracord Knife | Blue Steel (Minimal Wear)@201.38@191.31099999999998
★ Nomad Knife | Night Stripe (Battle-Scarred)@186.91@177.56449999999998
★ Paracord Knife | Scorched (Minimal Wear)@149.64@142.158
★ Skeleton Knife | Safari Mesh (Field-Tested)@220.47@209.4465
★ Survival Knife | Blue Steel (Well-Worn)@155.85@148.05749999999998
★ Skeleton Knife | Scorched (Battle-Scarred)@240.4@228.38
★ Nomad Knife | Forest DDPAT (Minimal Wear)@187.6@178.22
★ Survival Knife | Urban Masked (Battle-Scarred)@137.25@130.3875
★ Survival Knife | Stained (Well-Worn)@147.42@140.04899999999998
★ Nomad Knife | Forest DDPAT (Battle-Scarred)@162.68@154.546
★ Survival Knife | Safari Mesh (Battle-Scarred)@134.61@127.87950000000001
★ Survival Knife | Scorched (Minimal Wear)@147.91@140.5145
★ Nomad Knife | Urban Masked (Field-Tested)@186.33@177.0135
★ Paracord Knife | Safari Mesh (Field-Tested)@139.04@132.088
★ Nomad Knife | Safari Mesh (Field-Tested)@173.32@164.654
★ Survival Knife | Forest DDPAT (Battle-Scarred)@132.55@125.9225
StatTrak™ SG 553 | Colony IV (Factory New)@99.41@94.4395
★ StatTrak™ Survival Knife | Safari Mesh (Battle-Scarred)@143.1@135.945
★ Nomad Knife | Forest DDPAT (Field-Tested)@179.39@170.42049999999998
★ Nomad Knife | Safari Mesh (Battle-Scarred)@161.7@153.61499999999998
★ Survival Knife | Boreal Forest (Field-Tested)@141.38@134.31099999999998
★ Paracord Knife | Scorched (Field-Tested)@140.23@133.21849999999998
★ Nomad Knife | Scorched (Field-Tested)@187.37@178.0015
★ Survival Knife | Safari Mesh (Field-Tested)@133.49@126.8155
★ Paracord Knife | Forest DDPAT (Battle-Scarred)@140.19@133.1805
MP9 | Wild Lily (Factory New)@3172.97@3014.3214999999996
Negev | Mjölnir (Factory New)@2932.0@2785.4
MAC-10 | Stalker (Factory New)@63.31@60.1445
StatTrak™ AK-47 | Rat Rod (Factory New)@47.25@44.887499999999996
StatTrak™ MAC-10 | Stalker (Well-Worn)@50.7@48.165
SSG 08 | Bloodshot (Minimal Wear)@86.0@81.7
StatTrak™ SSG 08 | Bloodshot (Well-Worn)@34.57@32.841499999999996
AUG | Midnight Lily (Factory New)@460.13@437.1235
StatTrak™ MAC-10 | Stalker (Battle-Scarred)@59.97@56.9715
The Elite Mr. Muhlik | Elite Crew@7.48@7.106
Glock-18 | Synth Leaf (Factory New)@524.57@498.3415
MP9 | Stained Glass (Factory New)@125.1@118.84499999999998
MP9 | Stained Glass (Minimal Wear)@117.82@111.92899999999999
Dual Berettas | (Minimal Wear)@62.44@59.318
SSG 08 | Sea Calico (Factory New)@883.2@839.04
P90 | Astral Jörmungandr (Minimal Wear)@406.7@386.36499999999995
SG 553 | Candy Apple (Factory New)@8.96@8.512
Rezan The Ready | Sabre@5.38@5.111
StatTrak™ PP-Bizon | Embargo (Factory New)@15.68@14.895999999999999
MAC-10 | Red Filigree (Factory New)@102.31@97.19449999999999
Tec-9 | Decimator (Field-Tested)@14.5@13.774999999999999
MP7 | Teal Blossom (Factory New)@203.02@192.869
SSG 08 | Orange Filigree (Battle-Scarred)@33.0@31.349999999999998
StatTrak™ Dual Berettas | Balance (Factory New)@12.47@11.8465
StatTrak™ AUG | Arctic Wolf (Battle-Scarred)@4.19@3.9805
StatTrak™ R8 Revolver | Memento (Factory New)@8.25@7.8374999999999995
CZ75-Auto | Emerald Quartz (Factory New)@203.56@193.382
SCAR-20 | Brass (Factory New)@229.23@217.7685
CZ75-Auto | Indigo (Factory New)@24.0@22.799999999999997
G3SG1 | Violet Murano (Factory New)@41.52@39.444
UMP-45 | Day Lily (Minimal Wear)@234.9@223.155
MP7 | Teal Blossom (Field-Tested)@155.61@147.8295
SG 553 | Candy Apple (Well-Worn)@7.67@7.286499999999999
SSG 08 | Orange Filigree (Factory New)@40.32@38.303999999999995
P2000 | Obsidian (Minimal Wear)@3.58@3.401
G3SG1 | Violet Murano (Battle-Scarred)@52.93@50.2835
Tec-9 | Orange Murano (Factory New)@9.99@9.490499999999999
M249 | Jungle (Factory New)@11.04@10.488
XM1014 | Frost Borre (Well-Worn)@193.27@183.6065
MAC-10 | Copper Borre (Battle-Scarred)@234.9@223.155
MP5-SD | Acid Wash (Factory New)@1.53@1.4535
StatTrak™ R8 Revolver | Memento (Well-Worn)@2.37@2.2515
PP-Bizon | Embargo (Battle-Scarred)@1.51@1.4344999999999999
Galil AR | Tornado (Factory New)@16.65@15.817499999999997
XM1014 | Banana Leaf (Factory New)@37.72@35.833999999999996
Nova | Plume (Minimal Wear)@1.08@1.026
MP7 | Scorched (Factory New)@13.72@13.034
Tec-9 | Rust Leaf (Well-Worn)@59.79@56.8005
M4A1-S | Moss Quartz (Well-Worn)@39.36@37.391999999999996
P90 | Sunset Lily (Well-Worn)@63.36@60.192
Dual Berettas | Balance (Battle-Scarred)@0.88@0.836
Sticker | Counter-Tech@0.22@0.209
R8 Revolver | Memento (Battle-Scarred)@1.21@1.1495
Dual Berettas | Pyre (Field-Tested)@36.05@34.247499999999995
Sawed-Off | Jungle Thicket (Well-Worn)@6.71@6.374499999999999
MAC-10 | Surfwood (Well-Worn)@5.7@5.415
M249 | Jungle (Field-Tested)@5.48@5.206
Sawed-Off | Jungle Thicket (Field-Tested)@5.75@5.4624999999999995
★ StatTrak™ Survival Knife | Fade (Factory New)@373.2@354.53999999999996
★ Paracord Knife | Crimson Web (Minimal Wear)@301.5@286.425
AWP | The Prince (Minimal Wear)@2789.99@2650.4905
★ Survival Knife | Stained (Factory New)@226.25@214.9375
★ Skeleton Knife | Boreal Forest (Battle-Scarred)@219.3@208.335
★ Paracord Knife | Urban Masked (Well-Worn)@143.15@135.9925
★ Skeleton Knife | Blue Steel (Well-Worn)@465.0@441.75
★ Paracord Knife | Forest DDPAT (Minimal Wear)@146.41@139.0895
★ StatTrak™ Skeleton Knife | Boreal Forest (Field-Tested)@254.99@242.2405
★ Paracord Knife | Stained (Field-Tested)@152.99@145.3405
★ Nomad Knife | Forest DDPAT (Well-Worn)@166.35@158.0325
★ Skeleton Knife | Urban Masked (Battle-Scarred)@239.85@227.8575
★ Paracord Knife | Forest DDPAT (Well-Worn)@137.34@130.47299999999998
★ Nomad Knife | Boreal Forest (Field-Tested)@173.55@164.8725
★ Nomad Knife | Scorched (Minimal Wear)@214.49@203.7655
★ Nomad Knife | Scorched (Battle-Scarred)@168.44@160.018
★ StatTrak™ Skeleton Knife@716.99@681.1405
